0,870.0,0.0,0.00930187
None0,870.0,2.0,0.000195829
None0,870.0,3.0,0.013414276
None0,870.0,4.0,0.007441496
None0,870.0,5.0,0.011847645
None0,870.0,6.0,0.000783315
None0,870.0,7.0,9.79e-05
None0,870.0,10.0,0.003427005
None0,870.0,11.0,0.000391658
None0,870.0,12.0,0.018212083
None0,870.0,13.0,0.019191227
None0,870.0,14.0,0.000685401
None0,870.0,15.0,0.003427005
None0,870.0,16.0,0.000195829
None0,870.0,17.0,0.001077059
None0,870.0,21.0,0.000391658
None0,870.0,22.0,0.000293743
None0,870.0,23.0,0.000293743
None0,870.0,24.0,0.009693528
None0,870.0,26.0,0.001174973
None0,870.0,27.0,0.028982669
None0,870.0,28.0,0.080191912
None0,870.0,29.0,0.0101831
None0,870.0,30.0,0.016939195
None0,870.0,31.0,0.000783315
None0,870.0,33.0,0.017330853
None0,870.0,34.0,0.001174973
None0,870.0,35.0,0.003133262
None0,870.0,36.0,0.000587487
None0,870.0,37.0,0.001272887
None0,870.0,38.0,0.030059728
None0,870.0,39.0,0.004699892
None0,870.0,40.0,0.00176246
None0,870.0,41.0,0.000685401
None0,870.0,42.0,0.000783315
None0,870.0,43.0,0.000293743
None0,870.0,45.0,0.000293743
None0,870.0,46.0,0.001468716
None0,870.0,47.0,0.001566631
None0,870.0,48.0,0.002839518
None0,870.0,49.0,0.001468716
None0,870.0,50.0,9.79e-05
None0,870.0,51.0,0.00088123
None0,870.0,52.0,0.000195829
None0,870.0,53.0,0.000293743
None0,870.0,54.0,0.001566631
None0,870.0,55.0,9.79e-05
None0,870.0,56.0,0.000489572
None0,870.0,57.0,0.000489572
None0,870.0,58.0,0.003427005
None0,870.0,59.0,0.000685401
None0,870.0,60.0,0.001077059
None0,870.0,61.0,0.001468716
None0,870.0,62.0,0.001664545
None0,870.0,63.0,0.006462352
None0,870.0,64.0,9.79e-05
None0,870.0,65.0,0.000489572
None0,870.0,66.0,0.001077059
None0,870.0,67.0,0.000293743
None0,870.0,68.0,0.001174973
None0,870.0,69.0,0.004014491
None0,870.0,70.0,9.79e-05
None0,870.0,72.0,0.000489572
None0,870.0,73.0,0.002252032
None0,870.0,74.0,0.006462352
None0,870.0,76.0,9.79e-05
None0,870.0,77.0,0.000391658
None0,870.0,78.0,9.79e-05
None0,870.0,82.0,0.000783315
None0,870.0,84.0,0.00176246
None0,870.0,85.0,0.000293743
None0,870.0,89.0,0.000783315
None0,870.0,91.0,0.011358073
None0,870.0,92.0,0.000293743
None0,870.0,93.0,0.002643689
None0,870.0,94.0,0.002056203
None0,870.0,95.0,0.000195829
None0,870.0,102.0,0.000293743
None0,870.0,104.0,0.000391658
None0,870.0,105.0,0.000391658
None0,870.0,106.0,0.001077059
None0,870.0,107.0,0.000587487
None0,870.0,110.0,0.000195829
None0,870.0,113.0,9.79e-05
None0,870.0,115.0,9.79e-05
None0,870.0,116.0,9.79e-05
None0,870.0,117.0,0.001174973
None0,870.0,119.0,0.000391658
None0,870.0,121.0,9.79e-05
None0,870.0,122.0,9.79e-05
None0,870.0,123.0,0.000489572
None0,870.0,125.0,0.001468716
None0,870.0,126.0,9.79e-05
None0,870.0,128.0,0.003916577
None0,870.0,130.0,0.000685401
None0,870.0,133.0,0.000195829
None0,870.0,134.0,9.79e-05
None0,870.0,137.0,9.79e-05
None0,870.0,139.0,0.000489572
None0,870.0,140.0,0.000489572
None0,870.0,141.0,0.000489572
None0,870.0,144.0,9.79e-05
None0,870.0,148.0,0.000979144
None0,870.0,153.0,9.79e-05
None0,870.0,154.0,0.001174973
None0,870.0,155.0,9.79e-05
None0,870.0,159.0,0.000195829
None0,870.0,160.0,9.79e-05
None0,870.0,163.0,0.000293743
None0,870.0,164.0,0.001566631
None0,870.0,166.0,0.000195829
None0,870.0,167.0,0.000195829
None0,870.0,168.0,0.002056203
None0,870.0,169.0,0.000391658
None0,870.0,174.0,9.79e-05
None0,870.0,175.0,0.000195829
None0,870.0,176.0,0.001958288
None0,870.0,177.0,0.018212083
None0,870.0,178.0,0.006266523
None0,870.0,179.0,0.000587487
None0,870.0,182.0,0.000391658
None0,870.0,185.0,0.002937433
None0,870.0,186.0,0.000783315
None0,870.0,187.0,0.008616469
None0,870.0,188.0,0.002545775
None0,870.0,189.0,0.001272887
None0,870.0,190.0,0.000293743
None0,870.0,191.0,0.002056203
None0,870.0,192.0,0.000293743
None0,870.0,193.0,0.001272887
