0,1510.0,2.0,0.00151653017895
None0,1510.0,3.0,0.00212314225053
None0,1510.0,4.0,0.00151653017895
None0,1510.0,6.0,0.00030330603579
None0,1510.0,8.0,0.00030330603579
None0,1510.0,12.0,0.00242644828632
None0,1510.0,13.0,0.00515620260843
None0,1510.0,17.0,0.00090991810737
None0,1510.0,21.0,0.00060661207158
None0,1510.0,24.0,0.00030330603579
None0,1510.0,26.0,0.00030330603579
None0,1510.0,27.0,0.00363967242948
None0,1510.0,28.0,0.00060661207158
None0,1510.0,29.0,0.0060661207158
None0,1510.0,30.0,0.00151653017895
None0,1510.0,31.0,0.00212314225053
None0,1510.0,33.0,0.00424628450106
None0,1510.0,34.0,0.00030330603579
None0,1510.0,35.0,0.00030330603579
None0,1510.0,37.0,0.00424628450106
None0,1510.0,38.0,0.02305125872
None0,1510.0,39.0,0.00060661207158
None0,1510.0,40.0,0.00212314225053
None0,1510.0,41.0,0.00030330603579
None0,1510.0,42.0,0.00060661207158
None0,1510.0,43.0,0.00030330603579
None0,1510.0,44.0,0.00030330603579
None0,1510.0,45.0,0.00151653017895
None0,1510.0,46.0,0.00060661207158
None0,1510.0,47.0,0.00090991810737
None0,1510.0,49.0,0.00151653017895
None0,1510.0,51.0,0.00151653017895
None0,1510.0,53.0,0.00030330603579
None0,1510.0,54.0,0.00030330603579
None0,1510.0,56.0,0.00030330603579
None0,1510.0,58.0,0.00060661207158
None0,1510.0,60.0,0.00060661207158
None0,1510.0,61.0,0.00030330603579
None0,1510.0,62.0,0.00090991810737
None0,1510.0,63.0,0.00212314225053
None0,1510.0,64.0,0.00030330603579
None0,1510.0,65.0,0.00060661207158
None0,1510.0,66.0,0.00090991810737
None0,1510.0,67.0,0.00212314225053
None0,1510.0,68.0,0.00090991810737
None0,1510.0,69.0,0.00242644828632
None0,1510.0,72.0,0.00060661207158
None0,1510.0,74.0,0.00030330603579
None0,1510.0,77.0,0.00060661207158
None0,1510.0,82.0,0.00272975432211
None0,1510.0,84.0,0.00030330603579
None0,1510.0,85.0,0.00030330603579
None0,1510.0,88.0,0.00181983621474
None0,1510.0,89.0,0.00090991810737
None0,1510.0,91.0,0.00060661207158
None0,1510.0,106.0,0.00121322414316
None0,1510.0,110.0,0.00030330603579
None0,1510.0,114.0,0.00030330603579
None0,1510.0,117.0,0.00060661207158
None0,1510.0,121.0,0.00030330603579
